Total adds: 100
Total removes: 50
State: 4dc6959be2f2cd5e8e247e8359dd8391a027af4e01512a7c232f24455eb2dd93
Latencies:
1.9115235551796E7 62.23440400138497
1.9117223014517E7 62.68213100358844
1.9119227048371E7 234.4749559983611
1.9121211949258E7 143.15611699968576
1.9123211375883E7 48.31162200123072
1.9125212381043E7 272.7896509990096
1.912721071917E7 39.17243900150061
1.9129206419993E7 243.81020299717784
1.9131212154529E7 50.139228001236916
1.9133208409498E7 37.420821998268366
1.9135211093929E7 251.88374200090766
1.9137210234981E7 125.90418900176883
1.9139209969182E7 44.56369600072503
1.9141212807347E7 48.35147099941969
1.9143210971472E7 49.38525999709964
1.9145216612761E7 59.90878399834037
1.9147207535489E7 34.68267700076103
1.914920719685E7 40.085724003612995
1.9151208586835E7 37.50584699958563
1.9153209295821E7 42.02145799994469
1.9155212133661E7 52.674030996859074
1.9157211588617E7 46.207922000437975
1.9159207738849E7 175.01573899760842
1.9161211648189E7 140.94199100136757
1.9163208892756E7 30.636355001479387
1.9165211065361E7 55.9218510016799
1.9167228988365E7 61.79201999679208
1.9169211927352E7 43.65024200081825
1.9171210933916E7 183.3387000001967
1.9173209801186E7 44.92176499962807
1.9175210208213E7 45.78683900088072
1.9177215088476E7 178.1075849980116
1.9179216422341E7 42.14827999845147
1.9181210578649E7 33.85828400030732
1.91832088403E7 35.867143001407385
1.9185210082617E7 43.39293299987912
1.9187213370935E7 40.59925800189376
1.9189211242798E7 38.24326800182462
1.9191209287479E7 115.0165919996798
1.9193210969726E7 267.50576300174
1.9195212252873E7 40.993925999850035
1.919720938154E7 31.944076001644135
1.9199209279176E7 178.741670999676
1.9201213342267E7 44.75968400016427
1.9203211174453E7 223.46887900307775
1.9205213396102E7 44.226355001330376
1.9207213529805E7 45.3435130007565
1.9209210484504E7 214.18064199760556
1.9211208187316E7 122.79497700184584
1.921320895894E7 28.479809999465942
1.9215208714313E7 34.91525400057435
1.9217210526561E7 35.5475369989872
1.9219210152599E7 34.11421199887991
1.9221210982731E7 38.64063699916005
1.922321242637E7 43.125558998435736
1.9225209235574E7 35.95899299904704
1.9227213152797E7 42.624193999916315
1.9229213102891E7 43.59019100293517
1.9231211434544E7 45.75399000197649
1.92332114073E7 41.62230299785733
1.9235210179321E7 231.24245199933648
1.9237211352689E7 220.70698999986053
1.9239210172516E7 42.62924399971962
1.9241214081158E7 50.37194200232625
1.9243212814984E7 35.70322700217366
1.9245212236873E7 41.99609600007534
1.9247211704397E7 177.19556000083685
1.9249215534166E7 214.73176700249314
1.9251216506612E7 38.43625399842858
1.9253211877775E7 32.696980997920036
1.9255213161157E7 210.8888520002365
1.9257212435563E7 30.994206000119448
1.925921208894E7 39.60663199797273
1.9261212816549E7 38.905368998646736
1.9263212535767E7 41.32575000077486
1.9265213978129E7 28.37413699924946
1.9267214670713E7 218.12467699870467
1.9269213444115E7 39.49102000147104
1.9271214055391E7 187.15571899712086
1.9273214025287E7 39.85145200043917
1.9275214451255E7 42.9478619992733
1.9277216242401E7 131.60309299826622
1.9279214535307E7 38.440166000276804
1.9281215428988E7 33.074767999351025
1.9283215878509E7 31.387432001531124
1.928521497106E7 31.267632000148296
1.9287215261218E7 138.53544599935412
1.9289216019394E7 41.18192199990153
1.9291217467183E7 219.31773599982262
1.9293218451668E7 34.01419400051236
1.9295217600413E7 37.768975999206305
1.9297217369939E7 156.1403650008142
1.9299217985373E7 44.684987001121044
1.9301217230084E7 38.55530999973416
1.9303219777287E7 146.79801799729466
1.930521738557E7 222.23655500262976
1.9307221357305E7 35.65371300280094
1.9309217941702E7 36.2785120010376
1.9311218207792E7 191.30486999824643
1.93132186572E7 41.62719900161028
1.9315219236863E7 42.16459299996495
1.9317225334805E7 39.9948309995234
1.9319219025653E7 183.5924529992044
1.9321219662338E7 35.999866001307964
1.9323219942242E7 130.1359269991517
1.9325221169428E7 159.2438199967146
1.9327219803659E7 36.42075400054455
1.9329220180831E7 39.71026800200343
1.9331220064175E7 42.50705199688673
1.9333221073861E7 30.16849099844694
1.9335220172672E7 36.3788940012455
1.9337220944896E7 35.84304400160909
1.9339223074008E7 45.84299900010228
1.9341221020832E7 41.660540997982025
1.9343222188456E7 52.77258599922061
1.9345220213993E7 165.74726800248027
1.9347219986364E7 40.48412699997425
1.9349225931538E7 145.2802590020001
1.9351226474846E7 270.5450990013778
1.9353226374628E7 48.299548000097275
1.9355226600817E7 48.550916999578476
1.9357225988827E7 45.779851000756025
1.9359221151559E7 220.66176499798894
1.9361222252304E7 23.623521998524666
1.9363220617132E7 42.83637000247836
1.9365221551718E7 32.63969099894166
1.9367221182817E7 47.08078699931502
1.9369222662382E7 44.410209000110626
1.9371221413669E7 38.82193500176072
1.9373224938518E7 41.52308199927211
1.9375223659326E7 48.25261899828911
1.9377228570562E7 31.898121003061533
1.9379221410024E7 35.74685099720955
1.9381223123956E7 39.33340299874544
1.9383224207405E7 47.132605001330376
1.9385228560957E7 33.244431998580694
1.9387228781641E7 41.38330499827862
1.9389223824795E7 34.28470800071955
1.9391225450811E7 36.064657997339964
1.9393223544056E7 26.76002299785614
1.9395225075456E7 49.358742002397776
1.9397222140423E7 239.3401869982481
1.9399225638251E7 37.259803000837564
1.94012231014E7 105.05818799883127
1.9403224359378E7 147.2032679989934
1.9405223811424E7 159.67392299696803
1.9407223759566E7 36.5231550000608
1.9409222909055E7 35.4818279966712
1.9411222834413E7 35.36614099889994
1.9413223338623E7 35.74328799918294
