Total adds: 100
Total removes: 50
State: 4dc6959be2f2cd5e8e247e8359dd8391a027af4e01512a7c232f24455eb2dd93
Latencies:
1.9118117012655E7 168.5302310027182
1.9120091927304E7 46.47237699851394
1.9122084718135E7 47.16727899760008
1.9124084853617E7 48.26785300299525
1.9126092994087E7 59.13585999980569
1.9128092133561E7 49.74064699932933
1.9130086945941E7 53.75732100009918
1.9132087277264E7 52.93810999765992
1.9134090494752E7 48.9630610011518
1.9136100148396E7 57.36125899851322
1.9138082175797E7 46.48455899953842
1.9140081929217E7 42.411811999976635
1.9142080249022E7 40.556433998048306
1.914408758049E7 54.93835199996829
1.9146090828353E7 156.48889299854636
1.9148082413164E7 263.21000200137496
1.9150079659536E7 41.53937600180507
1.9152081471571E7 42.15319499745965
1.9154082066807E7 38.816024001687765
1.9156084558401E7 173.26120299845934
1.9158079396595E7 40.030519999563694
1.9160082986895E7 39.307874999940395
1.916207882233E7 40.12696500122547
1.9164078680392E7 165.03256000205874
1.9166097521726E7 55.757180001586676
1.9168081040166E7 171.3513970002532
1.9170080113197E7 224.28771699965
1.9172079895862E7 38.01556399837136
1.9174080766466E7 37.68493399769068
1.9176089308335E7 52.16369500011206
1.9178079175873E7 34.943061001598835
1.9180077561374E7 273.27330699935555
1.9182080051081E7 172.5910570025444
1.9184084547663E7 194.02818600088358
1.9186076693321E7 72.8513020016253
1.9188077572067E7 37.86515500023961
1.9190081803373E7 268.92421900108457
1.919208134994E7 188.49474800005555
1.9194077850323E7 37.927685998380184
1.9196083290147E7 184.25437299907207
1.9198080670321E7 187.62603399902582
1.9200079994025E7 119.89425300061703
1.9202078256675E7 43.990878000855446
1.9204084552051E7 159.86245100200176
1.9206077305577E7 141.90795399993658
1.9208082078543E7 132.4857209995389
1.9210080360235E7 227.6244109980762
1.9212082107347E7 29.09152800217271
1.9214078591553E7 38.63628700003028
1.9216081273803E7 41.22334999963641
1.9218083067241E7 52.86636799946427
1.922007872938E7 42.46178900077939
1.9222080501878E7 211.18175300210714
1.9224079379606E7 165.82636200264096
1.9226079469599E7 39.886160001158714
1.9228080962598E7 119.17341500148177
1.9230078932667E7 134.32496899738908
1.923207842699E7 40.730086997151375
1.9234078502974E7 42.816369000822306
1.9236080892386E7 36.01179699972272
1.9238082025737E7 40.93612200021744
1.9240081274032E7 37.124627001583576
1.9242080225512E7 34.04891100153327
1.924408191726E7 46.47470499947667
1.9246080882102E7 40.45616300031543
1.9248084573449E7 42.95371299982071
1.9250082294781E7 178.7208230011165
1.9252079520426E7 36.833852000534534
1.9254079841583E7 42.05315199866891
1.9256082492874E7 183.7257860004902
1.9258079468413E7 43.73606399819255
1.9260078777812E7 32.86369200050831
1.9262082159968E7 38.150350999087095
1.9264081538931E7 32.01255300268531
1.9266083409171E7 38.19251500070095
1.9268080235175E7 30.774419996887445
1.9270083751734E7 151.29195699840784
1.9272079850123E7 31.31904000043869
1.9274085699874E7 109.57001899927855
1.9276082180659E7 32.45814000070095
1.9278081304662E7 41.388449002057314
1.9280081336096E7 95.46161299943924
1.9282081296467E7 35.24041900038719
1.928408026251E7 30.145847000181675
1.9286082422061E7 192.262297000736
1.9288085684773E7 40.43866100162268
1.9290081918583E7 36.71033399924636
1.9292081830828E7 301.2826890014112
1.929408226684E7 39.85074299946427
1.9296080395893E7 33.887600000947714
1.929808133664E7 43.70030799880624
1.9300081529681E7 213.70138800144196
1.9302084703339E7 26.84121799841523
1.9304083773214E7 45.86745000258088
1.9306081766015E7 125.5059249997139
1.9308081544713E7 35.465831000357866
1.9310084369702E7 137.18188700079918
1.9312081838907E7 34.584073998034
1.9314081513645E7 135.03417300060391
1.9316086645527E7 200.0401500016451
1.9318086898778E7 119.40529299899936
1.9320085995991E7 85.52092999964952
1.9322082988764E7 135.43578400090337
1.9324082545461E7 141.90418699756265
1.9326083516509E7 35.706046000123024
1.932808165513E7 40.670483998954296
1.9330082153816E7 39.18460899963975
1.9332084916123E7 39.84324399754405
1.9334082614657E7 156.47214100137353
1.9336083755281E7 168.4788030013442
1.9338084147869E7 33.84450899809599
1.9340083277081E7 31.879522003233433
1.9342081530828E7 43.08228399977088
1.9344084279689E7 32.73141700029373
1.9346081652997E7 180.01434699818492
1.9348086910456E7 42.25916600227356
1.9350090996183E7 47.52911899983883
1.935208374827E7 35.52099899947643
1.9354089146209E7 73.79283000156283
1.9356083823646E7 38.23369800299406
1.9358084727148E7 40.65036300197244
1.9360087286088E7 31.2934050001204
1.9362084040591E7 39.08765600249171
1.9364086346965E7 47.28007699921727
1.9366084534464E7 35.26742400228977
1.9368086237681E7 157.75922200083733
1.9370083443809E7 23.144483998417854
1.9372088259031E7 230.70356500148773
1.9374086170846E7 197.59088699892163
1.9376084801317E7 29.1701769977808
1.9378083551135E7 122.98962200060487
1.9380085862981E7 40.19335199892521
1.9382086602521E7 29.70814799889922
1.9384086916892E7 214.05609799921513
1.9386087178129E7 32.29008599743247
1.9388088754448E7 26.54399999976158
1.9390091808274E7 47.57259700074792
1.9392088873225E7 28.59730299934745
1.9394090861086E7 237.47327300161123
1.9396085244916E7 259.49455599859357
1.9398085465439E7 148.7094059996307
1.9400085705402E7 38.06450800225139
1.9402089673119E7 145.85448000207543
1.9404087556706E7 36.62769399955869
1.9406085819151E7 45.80122400075197
1.9408091550824E7 42.25944299995899
1.941008655522E7 227.54928699880838
1.9412087677296E7 142.37935700267553
1.9414087357361E7 32.0814060010016
1.9416086038322E7 220.63726500049233
