Total adds: 100
Total removes: 50
State: 6aed97e4028692975d2990423b373eda836b5900ac9de074b60eb1dfdc028d03
Latencies:
8719590.147882 23.41753999888897
8721567.995574 21.572034999728203
8723569.106858 17.946947000920773
8725568.955743 25.964656999334693
8727569.192585 27.82153900153935
8729569.293493 97.56073200143874
8731569.372499 16.500262999907136
8733569.627064 205.4025680013001
8735570.163804 15.667518001049757
8737570.376323 123.49882400035858
8739570.625398 24.61115400120616
8741570.501692 33.550352001562715
8743570.930496 22.63527199998498
8745570.149403 19.694032000377774
8747570.542823 27.601844999939203
8749570.964476 22.45121700130403
8751570.532081 23.74660599976778
8753571.046605 18.582128999754786
8755570.717139 25.460827000439167
8757571.173152 157.46392099931836
8759570.392791 101.51419899985194
8761570.482503 18.567849000915885
8763570.766367 25.507570998743176
8765571.315981 19.98772400058806
8767571.382828 20.602503998205066
8769570.084604 22.51371700130403
8771570.111207 27.53206600062549
8773570.797097 18.80510599911213
8775571.084357 31.03868400119245
8777570.924097 18.636440999805927
8779571.240274 9.344886001199484
8781571.827524 23.524585001170635
8783572.224075 20.522567000240088
8785572.532165 156.62733099982142
8787573.03205 10.855112001299858
8789572.810095 32.350490998476744
8791572.901313 155.33284300006926
8793572.503106 219.60406900011003
8795572.654131 147.54232800006866
8797573.048165 7.511690998449922
8799572.719563 21.47019400075078
8801572.942682 30.41394400037825
8803573.483732 24.623100999742746
8805573.778066 175.60410499945283
8807573.519935 12.390561001375318
8809574.541801 137.61733100004494
8811574.20503 21.399210000410676
8813574.93831 13.526710998266935
8815574.808439 192.53648700006306
8817576.191395 146.04233600012958
8819575.20623 168.32371000014246
8821575.54904 106.49398800171912
8823575.69484 132.51757299900055
8825575.865997 22.449351999908686
8827575.181204 12.322460999712348
8829575.145978 23.54292800091207
8831575.226921 237.443234000355
8833575.526133 35.50603200122714
8835575.911935 149.6424560006708
8837576.279105 21.580330999568105
8839576.657005 22.437677001580596
8841576.595046 7.334160000085831
8843577.080957 132.48337699845433
8845577.537332 10.650770001113415
8847577.307839 27.37576000019908
8849577.484105 19.296897999942303
8851577.771177 28.43270399980247
8853578.314811 23.44319200143218
8855578.625712 22.710824999958277
8857578.68519 15.498623000457883
8859579.098007 135.74510699883103
8861578.733108 147.41316500119865
8863579.133216 117.51617699861526
8865579.51809 201.48658199980855
8867579.873349 23.666764000430703
8869579.659523 17.561671998351812
8871579.402797 22.32503000088036
8873579.933771 17.608412999659777
8875580.449964 16.614962000399828
8877580.106831 155.36237099952996
8879580.378552 184.323769999668
8881580.565258 103.43043100088835
8883580.934588 238.353640999645
8885580.07261 25.383434999734163
8887580.349681 24.371108999475837
8889580.564026 140.57981099933386
8891580.731381 21.42077599838376
8893579.740292 19.406836999580264
8895579.969031 19.4499500002712
8897580.209302 16.455639000982046
8899580.619006 16.38238099962473
8901581.599146 10.762612000107765
8903581.114857 27.430937999859452
8905581.423345 29.53905599936843
8907581.398189 20.449816001579165
8909581.691889 192.36341499909759
8911582.09678 207.42581100016832
8913582.315968 31.38449899852276
8915582.626743 191.43461900018156
8917583.019547 30.311639999970794
8919582.666177 187.29563100077212
8921583.026268 14.272694999352098
8923583.591794 193.69670299999416
8925583.617165 23.537203999236226
8927582.88675 20.466688999906182
8929583.567189 21.404943000525236
8931583.907373 22.34719300083816
8933583.435317 146.49224100075662
8935583.569355 18.311290999874473
8937583.956896 17.42615200020373
8939583.039501 97.38498000055552
8941583.499755 5.4553880002349615
8943583.628818 144.30271199904382
8945584.014286 13.457787999883294
8947584.037107 21.40812100097537
8949583.889216 10.297818999737501
8951583.97284 159.2541039995849
8953584.244646 26.31601700000465
8955584.214346 20.19650400057435
8957584.853504 192.3872510008514
8959585.388878 114.46557700075209
8961584.984089 6.184847999364138
8963585.639191 23.438748000189662
8965586.117219 21.37419999949634
8967586.959597 19.46938900090754
8969586.759872 13.290069000795484
8971585.962967 9.274224000051618
8973586.728746 22.519424000754952
8975586.602068 20.416969999670982
8977587.419081 174.69597200118005
8979586.634136 18.25417000055313
8981587.171378 5.456559000536799
8983587.202134 16.449906999245286
8985587.384793 105.42837000079453
8987587.471033 18.328541999682784
8989587.193042 216.34617300145328
8991587.79533 203.5874359998852
8993587.691501 23.435144999995828
8995588.057876 14.392800999805331
8997588.66272 25.526223000138998
8999588.450319 14.348709000274539
9001588.739192 206.30260299891233
9003587.787203 14.26427200064063
9005588.425571 93.48281900025904
9007588.8268 24.055176999419928
9009588.33255 27.430088000372052
9011588.621871 22.332306999713182
9013588.942876 18.459359999746084
9015589.76458 12.66054099984467
9017589.713444 20.57811300083995
