Total adds: 100
Total removes: 50
State: c829fdaa0a29ccb5fa9969c804deb53585a13586404c402f2125fe26f678e3fc
Latencies:
1.4397989796715E7 236.13355800136924
1.4399985569556E7 33.39911099895835
1.4401982548554E7 16.290237998589873
1.4403983617551E7 22.70389400050044
1.4405983126256E7 37.57861799933016
1.4407988882888E7 29.506402000784874
1.4409985252572E7 23.790005000308156
1.4411984370168E7 10.87533500045538
1.441398360347E7 22.816421998664737
1.4415985314509E7 27.55955900065601
1.4417987298447E7 27.4472359996289
1.4419983100648E7 29.232728000730276
1.4421984952822E7 27.35569499991834
1.4423984925415E7 122.2614709995687
1.4425987831449E7 33.36420200020075
1.4427984519378E7 26.753635000437498
1.4429984143556E7 13.500655001029372
1.4431985330183E7 79.04560799896717
1.4433985087409E7 241.46476400084794
1.4435988361033E7 25.044657999649644
1.4437985017775E7 25.349050998687744
1.4439985102688E7 94.3799459990114
1.4441989434915E7 38.15218500047922
1.4443989873323E7 257.91899899952114
1.4445985343195E7 198.23777800053358
1.444798534792E7 54.32924799993634
1.4449985160653E7 25.073917001485825
1.445198610571E7 17.24174899980426
1.4453988278278E7 21.97835100069642
1.4455986049865E7 26.535506000742316
1.4457987040453E7 21.437579000368714
1.4459990043034E7 28.27427599951625
1.446198733735E7 31.10840999893844
1.4463986250678E7 29.192659998312593
1.446598808119E7 20.608729999512434
1.4467988172684E7 23.361472001299262
1.4469987274408E7 23.525848999619484
1.4471990771849E7 180.90176100097597
1.4473987081419E7 22.261200999841094
1.4475988028806E7 163.9030779991299
1.4477987495392E7 74.33441900089383
1.4479987670357E7 103.48093800060451
1.4481988223547E7 27.85942200012505
1.4483988267746E7 20.736171999946237
1.4485987886009E7 179.3106680009514
1.4487989125452E7 112.91427100077271
1.4489988625745E7 28.405090000480413
1.449198995922E7 19.519345998764038
1.4493991113536E7 149.7510040011257
1.4495990201449E7 34.868033999577165
1.449798902188E7 21.428699001669884
1.4499989707503E7 179.2126620002091
1.4501990603676E7 25.79400200024247
1.4503989640078E7 245.24337300099432
1.4505991134534E7 32.744230998679996
1.4507990243311E7 25.572775999084115
1.4509992187105E7 207.29294800013304
1.4511995236649E7 25.531295999884605
1.4513994769093E7 29.11400100030005
1.4515995304338E7 240.39364500157535
1.4517995134118E7 255.7307019997388
1.4519995187759E7 58.83188199996948
1.452199112361E7 21.447938999161124
1.4523991173112E7 40.4219819996506
1.4525996669822E7 22.43025399930775
1.4527995237464E7 149.34885399974883
1.452999377832E7 24.120542999356985
1.4531992016436E7 20.47897999919951
1.4533992417057E7 27.688541000708938
1.4535992047785E7 34.35497600026429
1.4537992306979E7 22.390429999679327
1.4539992275283E7 20.327332999557257
1.4541995009683E7 27.106682000681758
1.4543993656374E7 114.2147259991616
1.4545993278151E7 123.11305299960077
1.4547992837482E7 20.459474999457598
1.4549992730995E7 36.33128999918699
1.4551993198405E7 40.71388699859381
1.4553992688668E7 21.983300000429153
1.4555996924905E7 141.64210900105536
1.4557993463216E7 38.125985998660326
1.4559994401119E7 17.976114999502897
1.4561994205891E7 30.49933199957013
1.4563994492328E7 24.706109998747706
1.4565994045617E7 220.9895829986781
1.4567994361541E7 116.25148999877274
1.4569994248048E7 21.225213000550866
1.4571994653799E7 28.425176998600364
1.4573994160309E7 27.036105999723077
1.457599557242E7 26.690665999427438
1.45779976277E7 62.59386399947107
1.4579995470654E7 107.79796800017357
1.4581995794007E7 17.66337100043893
1.4583995935016E7 139.8254330009222
1.458599553849E7 157.4921669997275
1.4587996685977E7 30.30038900114596
1.4589994857055E7 152.44937699846923
1.4591997584482E7 173.9385639987886
1.4593996213995E7 42.29698299989104
1.4595996717193E7 15.911117000505328
1.4597994732043E7 23.998485000804067
1.4599996076301E7 169.21714699827135
1.4601999953854E7 36.014644000679255
1.4603999573625E7 17.2620250005275
1.4605995778758E7 236.4903810005635
1.4607995812596E7 100.08810100145638
1.4609999713937E7 20.954464999958873
1.4611995918064E7 29.04437099955976
1.4613997644611E7 110.15691499970853
1.4616000978726E7 34.85694199986756
1.4617996623188E7 17.205406000837684
1.461999587177E7 188.38199700042605
1.4621995861512E7 26.341515999287367
1.4624001180155E7 160.07411699928343
1.4625996031066E7 72.12498600035906
1.4627999106901E7 166.25434699840844
1.4629995957572E7 26.08843299932778
1.463199760406E7 25.528692999854684
1.463399782052E7 26.654820000752807
1.4635996449116E7 185.16538600064814
1.4637998289755E7 29.384751999750733
1.4639997840561E7 18.680800000205636
1.4641996790282E7 18.068469999358058
1.4644000018651E7 17.089972998946905
1.4645998707615E7 16.48080499842763
1.4647997653367E7 116.28170100040734
1.4649998189024E7 19.858629999682307
1.4651997561804E7 20.04889800027013
1.4653997689429E7 16.02089099958539
1.4655998564846E7 167.33855400048196
1.46580000187E7 206.1788359992206
1.4659997919244E7 185.09547900035977
1.4662001740326E7 42.839118000119925
1.4663998560696E7 59.54782100021839
1.466600215859E7 29.86388799920678
1.4668001415111E7 110.81478399969637
1.4670002819614E7 223.60797500051558
1.4671999357905E7 31.637826999649405
1.4674002385381E7 22.531479999423027
1.4675999582689E7 36.24157799966633
1.4678002669629E7 149.28398399986327
1.4680001333038E7 212.42740200087428
1.4681999934719E7 114.0976679995656
1.4684002342866E7 36.45696299895644
1.4686001544306E7 126.58977900072932
1.4688000099419E7 28.27960699982941
1.4690000355292E7 32.47501399926841
1.4692004499504E7 28.250725999474525
1.4694001179771E7 122.63137399964035
1.4696000946385E7 137.58398499898612
