Total adds: 100
Total removes: 50
State: c829fdaa0a29ccb5fa9969c804deb53585a13586404c402f2125fe26f678e3fc
Latencies:
1.4398674602391E7 169.57109700143337
1.4400664959401E7 14.649948000907898
1.4402665582134E7 147.8614059984684
1.4404663897489E7 24.286094000563025
1.4406667295072E7 203.03774899989367
1.4408664888388E7 18.44827499985695
1.4410666652778E7 26.94341499917209
1.4412668627377E7 206.94583999924362
1.4414665964213E7 74.93074000068009
1.4416669254242E7 30.731300000101328
1.4418672056525E7 37.744661999866366
1.4420667361831E7 134.5078129991889
1.4422668234547E7 20.375003000721335
1.4424666637835E7 32.72942500002682
1.4426670753283E7 31.469963999465108
1.442867009917E7 235.15639899857342
1.4430666668085E7 146.8469249997288
1.4432666882786E7 34.340649999678135
1.4434668720701E7 31.239004999399185
1.4436667621755E7 200.91414299979806
1.4438667826776E7 174.07729399949312
1.4440667412953E7 144.35542200133204
1.4442669804569E7 28.304004000499845
1.4444666728169E7 23.02864900045097
1.4446667441729E7 23.368281999602914
1.4448667936659E7 14.1129030007869
1.4450666750239E7 26.995575999841094
1.4452667265184E7 15.395986000075936
1.4454671186211E7 20.045760998502374
1.4456667226151E7 144.15600700117648
1.4458667562759E7 27.239608000963926
1.4460668371756E7 15.09965300001204
1.4462670653036E7 23.729263000190258
1.446466790163E7 30.336089998483658
1.4466672197501E7 70.9922940004617
1.4468671954352E7 27.02691200003028
1.4470669378445E7 123.47713399864733
1.4472668047415E7 118.09580599889159
1.4474668010737E7 31.95751200057566
1.4476671876528E7 137.5411840006709
1.4478668351211E7 29.093648999929428
1.4480668458559E7 18.16199200041592
1.4482670661109E7 190.255449000746
1.4484669048129E7 19.3540179990232
1.4486669847159E7 13.665930999442935
1.4488669197537E7 18.418157000094652
1.449066980506E7 12.626092998310924
1.4492670213372E7 140.8824840001762
1.4494671875371E7 27.442059999331832
1.4496669652158E7 32.36914199963212
1.4498670183518E7 104.37195900082588
1.4500669622976E7 137.16555400006473
1.4502669542567E7 209.00554999895394
1.4504671338997E7 29.64325800165534
1.4506670783938E7 227.82670399919152
1.450867092183E7 30.13034100085497
1.4510670642429E7 26.72561600059271
1.4512675357181E7 230.27321499958634
1.451467084523E7 18.72907800041139
1.4516669538026E7 22.296775000169873
1.4518675139692E7 24.214247999712825
1.4520669995307E7 132.38572300039232
1.4522671172384E7 32.433472000062466
1.4524670999765E7 188.8457239996642
1.4526672416223E7 30.527375001460314
1.4528670084552E7 22.103277999907732
1.4530670086986E7 18.008247999474406
1.4532670669459E7 166.4213769994676
1.4534670516327E7 32.09522399865091
1.4536670744358E7 29.309015998616815
1.4538670451125E7 54.0511360000819
1.4540670457343E7 28.97358400002122
1.4542671541853E7 19.48302000015974
1.4544671790484E7 149.98399999924004
1.4546672781601E7 31.755436001345515
1.4548671497214E7 21.316747000440955
1.4550673952496E7 22.64075999893248
1.4552670353369E7 37.115451999008656
1.455467435577E7 33.91242099925876
1.455667070036E7 11.249737000092864
1.4558671390995E7 35.698077999055386
1.4560672338931E7 23.622772999107838
1.4562671034365E7 26.098867999389768
1.4564671129424E7 30.114953000098467
1.4566670895413E7 29.965762000530958
1.4568672370462E7 30.282928999513388
1.4570670968941E7 177.8874279987067
1.4572671296111E7 32.054641000926495
1.4574674881138E7 30.56126300059259
1.4576673712963E7 92.32557999901474
1.4578672320288E7 20.695051999762654
1.4580672538466E7 18.83779700100422
1.4582676776502E7 34.566711999475956
1.458467309566E7 21.249918999150395
1.4586672461134E7 35.082376999780536
1.4588672608025E7 32.30770699866116
1.4590672699626E7 21.185508999973536
1.4592675999127E7 25.48079700022936
1.4594672786859E7 154.14908299967647
1.459667372415E7 23.487404000014067
1.4598673117272E7 198.35447800159454
1.4600674267133E7 28.397381000220776
1.4602674277892E7 12.139675999060273
1.4604674350531E7 29.195823000743985
1.4606673469719E7 130.2227389998734
1.4608673655453E7 19.11718000099063
1.4610673758252E7 26.037553999572992
1.4612677809934E7 135.81714100018144
1.4614674103779E7 19.25509199872613
1.4616675112381E7 23.20198499970138
1.4618674962962E7 27.84713299944997
1.4620675198925E7 40.15973600000143
1.4622676947446E7 153.8509369995445
1.4624676123858E7 102.9724209997803
1.4626674341533E7 20.11938999965787
1.4628678964002E7 33.53666900098324
1.4630677036845E7 35.663303000852466
1.4632678344388E7 30.85097900032997
1.4634675938099E7 137.20932000130415
1.4636678585939E7 29.64534999988973
1.4638678390068E7 37.239478999748826
1.4640675672828E7 102.32293100096285
1.4642676564646E7 20.320329999551177
1.4644679473716E7 28.96827800013125
1.4646678186257E7 130.66080799885094
1.4648681265137E7 32.191501000896096
1.4650675809601E7 22.0664539989084
1.4652676333474E7 26.18812300078571
1.4654678332537E7 42.28466899879277
1.4656676750606E7 23.57994900085032
1.4658676773081E7 9.601638000458479
1.4660679646716E7 35.33396300114691
1.4662680780014E7 32.83446900174022
1.4664676483664E7 20.936134001240134
1.4666677774851E7 31.798691000789404
1.4668677900293E7 150.7022520005703
1.4670677625447E7 139.28760699927807
1.4672677459926E7 267.25849799998105
1.4674681134951E7 111.82526299916208
1.4676680519786E7 133.99620500020683
1.467867811571E7 23.29354999959469
1.4680677739432E7 120.07841399870813
1.4682677721458E7 28.93087099865079
1.4684681104651E7 119.16460200026631
1.4686679131922E7 17.09052199870348
1.4688680289576E7 31.312215000391006
1.4690678232943E7 28.018054999411106
1.4692680770273E7 33.541903000324965
1.4694681902571E7 112.58129799924791
1.4696679034043E7 236.43810699880123
