Total adds: 100
Total removes: 50
State: c829fdaa0a29ccb5fa9969c804deb53585a13586404c402f2125fe26f678e3fc
Latencies:
1.4400079936324E7 162.5698410011828
1.4402068095052E7 27.49661000072956
1.4404067670732E7 18.83525500074029
1.4406067378233E7 20.423526000231504
1.4408069301084E7 20.270804001018405
1.4410069608251E7 36.35617100074887
1.441206823584E7 13.531525999307632
1.4414069084543E7 15.528306001797318
1.4416068129439E7 110.52969500049949
1.4418068300121E7 101.74488200061023
1.4420070823502E7 100.38378000073135
1.4422068618926E7 120.81887899897993
1.4424068189827E7 20.400325000286102
1.4426068637694E7 27.538749000057578
1.4428072586777E7 34.40031399950385
1.443006844075E7 18.178598999977112
1.4432069250823E7 24.882789000868797
1.4434069650721E7 18.51096300035715
1.4436071229731E7 68.31295299902558
1.4438070509018E7 25.13653900101781
1.4440071948365E7 40.739172998815775
1.4442073732849E7 120.05655699968338
1.4444074567556E7 24.701518999412656
1.4446072946355E7 171.8137749992311
1.4448070795242E7 16.40780800022185
1.4450074089715E7 234.78496599942446
1.4452069779788E7 25.50084000080824
1.4454069618536E7 29.227538999170065
1.4456070019134E7 94.31183299981058
1.4458070219521E7 98.3544199988246
1.4460070028987E7 11.10448700003326
1.4462072678375E7 216.6058000009507
1.4464071031977E7 158.69521099887788
1.4466070511605E7 9.015176000073552
1.4468070582972E7 99.97772299870849
1.4470071319293E7 25.68028200045228
1.4472071210537E7 263.47036499902606
1.4474070990495E7 21.19099000096321
1.4476070923627E7 25.036682000383735
1.447807104859E7 16.95605100132525
1.4480071027247E7 79.09003400057554
1.4482071801461E7 13.511855000630021
1.4484074856641E7 39.53243499994278
1.4486071984697E7 106.58694599941373
1.4488072367628E7 27.635291000828147
1.4490076234043E7 30.036919999867678
1.4492072098989E7 36.38673400133848
1.4494073985125E7 26.0916840005666
1.4496072074247E7 200.02600499987602
1.4498073127284E7 28.989746998995543
1.4500072755938E7 22.6289179995656
1.4502074258742E7 130.06733700074255
1.4504072519395E7 22.228551998734474
1.4506072719368E7 18.405606999993324
1.4508072350079E7 14.959162000566721
1.4510078327393E7 31.84078099951148
1.4512073325502E7 24.726856000721455
1.4514076590081E7 23.75558900088072
1.451607491738E7 141.37626799941063
1.4518074245261E7 196.95933300070465
1.45200750249E7 19.67258800007403
1.4522074974334E7 19.85020099952817
1.4524077408416E7 32.94395300000906
1.4526076976416E7 125.34182599931955
1.4528074525265E7 29.85174399986863
1.4530074820144E7 185.48575999960303
1.4532072996849E7 142.89498499967158
1.4534073112747E7 17.936564000323415
1.4536075597002E7 19.279867999255657
1.4538074137324E7 22.45011099986732
1.4540073805269E7 31.030651999637485
1.4542073943788E7 13.10198999941349
1.4544073997986E7 20.0379889998585
1.4546074022706E7 14.971152000129223
1.4548075082265E7 195.767996000126
1.4550074236624E7 21.99260000139475
1.4552075134966E7 16.42722800001502
1.4554078161162E7 222.6705290004611
1.4556074807947E7 19.150493999943137
1.455807825574E7 35.39767700061202
1.4560078928114E7 31.019805001094937
1.4562077924103E7 22.880106998607516
1.4564078059197E7 24.754173999652267
1.4566077463254E7 199.0832619983703
1.4568075906568E7 24.52094200067222
1.457007571887E7 13.392050001770258
1.457207598559E7 17.482131000608206
1.457407543029E7 13.947995999827981
1.457607574421E7 19.03701899945736
1.4578075856018E7 24.052500998601317
1.4580079722623E7 27.756371999159455
1.4582076853189E7 27.52884200029075
1.4584076572023E7 23.462279001250863
1.4586076529406E7 14.004212999716401
1.458807661757E7 21.040711000561714
1.4590080549883E7 35.974819000810385
1.4592077230787E7 22.44173999875784
1.4594077100661E7 18.96633999980986
1.4596077949948E7 163.53495500050485
1.4598076513439E7 26.99341099895537
1.4600076874988E7 24.47750300168991
1.4602081193264E7 34.78008400090039
1.4604078881509E7 36.260268000885844
1.4606077321846E7 16.63319700025022
1.4608077954737E7 30.294423000887036
1.4610080016194E7 104.14515600167215
1.4612077013126E7 17.9452769998461
1.4614079779986E7 21.696082999929786
1.4616077787369E7 25.465421000495553
1.4618078076344E7 23.838630000129342
1.462007747004E7 107.13347699865699
1.4622080677806E7 124.07534599862993
1.4624077993043E7 121.39407699927688
1.4626077970873E7 114.28428700007498
1.4628077747177E7 19.056487999856472
1.4630077999157E7 28.28693300113082
1.4632082439267E7 24.43011000007391
1.4634082319341E7 24.180661000311375
1.4636079219961E7 35.154010999947786
1.4638081343343E7 116.08407700061798
1.4640079135552E7 33.44193500094116
1.464207929804E7 203.49935000017285
1.4644078667589E7 110.23735299892724
1.4646078797156E7 24.242568001151085
1.4648080788506E7 182.65534699894488
1.4650079211473E7 17.289958998560905
1.4652079614728E7 221.16517600044608
1.4654079620554E7 20.327264999970794
1.465608009641E7 18.30312700010836
1.4658079836947E7 31.442375000566244
1.4660081167773E7 22.813746001571417
1.4662079966068E7 26.36790500022471
1.4664079941748E7 16.3927840013057
1.4666084460102E7 34.31927999854088
1.4668079975239E7 31.162623999640346
1.4670080272401E7 23.286543998867273
1.4672082040103E7 22.903997000306845
1.4674080543738E7 25.252359000965953
1.4676080649666E7 24.453253000974655
1.4678082698353E7 23.220879999920726
1.4680081067998E7 29.570896999910474
1.4682080706985E7 32.16817199997604
1.4684084491328E7 26.747926998883486
1.468608065138E7 19.944864001125097
1.4688080768513E7 72.96504100039601
1.4690080879987E7 203.99230800010264
1.4692082179706E7 15.271856000646949
1.4694081175894E7 22.127950999885798
1.4696083985125E7 202.8522950001061
1.4698082150192E7 30.73348700068891
