Total adds: 100
Total removes: 50
State: a3698ae9d8c39f66ada509089ec1c4718ba7ea317f69fb98ea945ec7610ea370
Latencies:
1.5788304151093E7 23.052613001316786
1.5790295762724E7 12.364576999098063
1.5792296743793E7 171.77854000031948
1.5794296877641E7 29.48207199946046
1.5796296741304E7 27.337508000433445
1.5798296849333E7 26.584824999794364
1.5800296800119E7 24.195120999589562
1.5802296506297E7 173.18355299904943
1.5804297100178E7 13.190577000379562
1.5806297341223E7 12.323568999767303
1.5808297472713E7 32.35347899980843
1.5810297805072E7 27.645138001069427
1.5812298457622E7 14.81101599894464
1.5814297907271E7 22.553313000127673
1.5816297446488E7 26.14635800011456
1.5818297978403E7 20.432769000530243
1.5820297875155E7 21.194786999374628
1.5822298321436E7 117.4928719997406
1.5824297955462E7 184.20205299928784
1.5826298156264E7 210.20222800038755
1.5828298115372E7 123.13759800046682
1.583029885795E7 20.63802600093186
1.5832298671333E7 17.286490999162197
1.5834298561917E7 19.23259099945426
1.5836298556783E7 167.1875810008496
1.5838298748754E7 27.28881200030446
1.5840298737964E7 32.111372001469135
1.5842298905078E7 13.193956999108195
1.5844299390023E7 15.463349999859929
1.5846299127453E7 19.25686400011182
1.58482994339E7 29.271795000880957
1.5850299209376E7 23.125072000548244
1.5852299521258E7 16.29835700057447
1.5854299566903E7 20.216204000636935
1.5856299665959E7 192.22221300005913
1.5858300019715E7 17.510867999866605
1.58603000161E7 12.271875999867916
1.5862300097093E7 27.337405998259783
1.5864300436871E7 28.52288799919188
1.5866300164008E7 159.2866530008614
1.5868300279637E7 14.316087000072002
1.5870300665181E7 11.535575998947024
1.5872300340776E7 165.16263099946082
1.587430073907E7 131.4265960007906
1.5876300869361E7 14.407950000837445
1.5878300609891E7 26.18180799856782
1.5880300724294E7 18.09014599956572
1.5882301448754E7 51.6205150000751
1.5884301194729E7 111.30616400018334
1.5886301430306E7 25.267169000580907
1.5888301477594E7 15.43992199935019
1.5890301212871E7 16.163704000413418
1.5892301371328E7 19.163924999535084
1.589430179992E7 13.424018999561667
1.5896301854709E7 157.3403179999441
1.5898301713068E7 24.376410000026226
1.5900301820536E7 116.26346400007606
1.5902301646323E7 19.11866999976337
1.59043022261E7 183.5583459995687
1.5906302123313E7 20.323917999863625
1.5908302173701E7 209.15646700002253
1.5910302492591E7 10.421546999365091
1.5912302580888E7 26.40706699900329
1.591430279964E7 13.171204999089241
1.5916302896371E7 226.15997299924493
1.5918303271913E7 11.282660000026226
1.5920303538816E7 19.14494900032878
1.5922303592543E7 21.24371400102973
1.5924303854651E7 18.182126000523567
1.592630412996E7 180.28286099992692
1.5928304200896E7 18.444633999839425
1.5930304118866E7 164.17772400006652
1.5932304411414E7 23.35066800005734
1.5934304371662E7 92.30576799996197
1.5936304361594E7 16.21230100095272
1.5938303520833E7 19.175456000491977
1.5940303969192E7 26.23980600014329
1.5942303953196E7 15.409661000594497
1.5944303884761E7 18.176855999976397
1.5946304156293E7 27.295535998418927
1.5948304019477E7 22.18440799973905
1.5950304070848E7 19.139995999634266
1.5952304310484E7 24.215602999553084
1.5954304482308E7 16.346928000450134
1.5956304991825E7 91.41045599989593
1.5958304985071E7 16.422010999172926
1.5960305310051E7 30.465844999998808
1.5962305574125E7 160.54088599979877
1.5964305215626E7 124.24618200026453
1.5966305238708E7 11.112515000626445
1.596830543106E7 11.23840899951756
1.5970304406827E7 21.137743001803756
1.5972304601044E7 29.24289599992335
1.5974305060313E7 19.376620000228286
1.5976304710665E7 30.127574000507593
1.5978304814495E7 190.14059799909592
1.5980304838776E7 26.073821000754833
1.5982305167134E7 151.20694199949503
1.598430530364E7 19.260506000369787
1.5986305496075E7 23.31538600102067
1.5988305238907E7 31.153626000508666
1.5990304950235E7 159.51604899950325
1.5992305064002E7 162.54618399962783
1.5994304837468E7 31.36896200105548
1.5996304691669E7 32.170908000320196
1.5998305227694E7 25.377275999635458
1.6000305086235E7 15.301686000078917
1.6002305382119E7 22.320738000795245
1.6004305261001E7 20.27952400036156
1.6006305757126E7 157.39462300017476
1.6008305536027E7 14.202411999925971
1.6010305865026E7 15.318881001323462
1.6012305674183E7 18.339309999719262
1.601430606128E7 32.41516099870205
1.6016305954793E7 17.240739000961185
1.6018305791172E7 16.24910599924624
1.6020305726606E7 20.07664000056684
1.6022306373119E7 26.51685700006783
1.6024306152463E7 28.309041000902653
1.6026306179492E7 27.13052700087428
1.6028306320498E7 26.15521800145507
1.6030306338601E7 145.06545600108802
1.6032306879091E7 25.390301000326872
1.6034306766247E7 24.169928001239896
1.6036306656721E7 18.06709299981594
1.6038306783486E7 50.06199099868536
1.6040307463462E7 17.38815100118518
1.6042307424399E7 140.40579300001264
1.6044307506436E7 194.08656200021505
1.6046307532688E7 10.229135999456048
1.6048307542458E7 186.2177479993552
1.6050307583042E7 200.18508999980986
1.605230765624E7 29.160558998584747
1.6054308025045E7 22.3035429995507
1.6056307860786E7 34.19678200036287
1.6058308290981E7 26.37396899983287
1.6060308167838E7 21.149228999391198
1.6062308674823E7 25.437178999185562
1.606430855391E7 213.35516799986362
1.6066308874547E7 255.45092500001192
1.6068308587531E7 222.21150100044906
1.6070309274422E7 30.449222998693585
1.6072308946807E7 147.23474800027907
1.6074309206491E7 145.4138489998877
1.6076308951572E7 20.197853999212384
1.6078308872624E7 24.091944999992847
1.608030931702E7 220.29831900075078
1.6082309119168E7 128.14589799940586
1.6084309259847E7 23.10941700078547
1.6086308326891E7 24.11362800002098
