Total adds: 100
Total removes: 50
State: a3698ae9d8c39f66ada509089ec1c4718ba7ea317f69fb98ea945ec7610ea370
Latencies:
1.5787730380714E7 148.91544899903238
1.5789724029887E7 26.46277100034058
1.5791724575258E7 23.630505999550223
1.5793724108753E7 13.34052899852395
1.5795724262941E7 13.163182999938726
1.5797724395609E7 19.332740001380444
1.5799724587106E7 197.3253180012107
1.5801724564392E7 94.19638399966061
1.5803724668615E7 80.22767999954522
1.58057247572E7 24.188268000259995
1.5807725755158E7 185.2200850006193
1.5809725014289E7 23.28307499922812
1.5811725142827E7 18.36337700113654
1.581372494767E7 17.1424189992249
1.5815725578118E7 177.43139100074768
1.5817725832975E7 15.386182999238372
1.5819725572668E7 93.31986099854112
1.5821725854726E7 114.3517279997468
1.5823726251833E7 5.790651999413967
1.5825726393174E7 27.51847100071609
1.5827726167975E7 24.33198899962008
1.5829726399716E7 143.53611799888313
1.5831726100786E7 30.143061000853777
1.5833726813215E7 16.472893999889493
1.5835726593639E7 19.351418999955058
1.5837726775141E7 11.492233000695705
1.583972665112E7 127.30373499915004
1.584172658645E7 13.134008999913931
1.5843727093174E7 12.41240199841559
1.5845726931961E7 24.25603700056672
1.5847727181147E7 138.28509099967778
1.5849727826157E7 24.868271000683308
1.5851727480449E7 50.27070599980652
1.5853727793091E7 24.424040999263525
1.5855727518145E7 11.108106000348926
1.585772807945E7 136.39910200051963
1.5859728511379E7 25.455904999747872
1.5861728088946E7 24.39828199893236
1.5863727941014E7 158.22279199957848
1.5865728071323E7 75.23442699946463
1.5867728014581E7 29.152812000364065
1.5869728557953E7 21.387048000469804
1.587172815659E7 21.12628899887204
1.5873728721907E7 97.35920899920166
1.5875728734978E7 5.368661999702454
1.5877729237779E7 128.39311600103974
1.5879729318475E7 24.609141001477838
1.5881728877738E7 207.14970500022173
1.5883729255254E7 27.439259000122547
1.5885729465854E7 16.374091999605298
1.5887729501201E7 22.462704999372363
1.5889729645819E7 25.42651000060141
1.5891729593144E7 102.42934199981391
1.5893729535027E7 16.209143999964
1.5895729811986E7 214.40128799900413
1.5897729707077E7 24.31826400011778
1.5899729746331E7 25.33824000135064
1.590172955471E7 16.11188300140202
1.5903729668864E7 17.115019001066685
1.5905730117625E7 16.321378000080585
1.5907730441193E7 32.407608998939395
1.590973051528E7 31.378361999988556
1.5911730138048E7 12.16152000054717
1.5913730910478E7 107.6391959991306
1.5915730935384E7 217.29716099984944
1.5917730957739E7 127.24599599838257
1.5919731372154E7 18.309779999777675
1.5921731757716E7 27.42998000048101
1.5923731794504E7 187.35555900074542
1.5925732116616E7 222.30166499875486
1.5927732268196E7 205.15287500061095
1.5929732431781E7 88.22277100011706
1.5931732858953E7 20.3978119995445
1.5933732997702E7 18.341128000989556
1.5935732958349E7 20.198844000697136
1.5937733249851E7 214.2861090004444
1.5939733138271E7 25.178534001111984
1.5941733276529E7 18.172730999067426
1.5943733697609E7 154.27365699969232
1.5945733475178E7 226.10563799925148
1.5947733627478E7 61.10073399916291
1.5949733876294E7 235.35424700006843
1.5951733663288E7 209.0894539989531
1.5953734256565E7 11.444615000858903
1.5955734045023E7 14.229834999889135
1.5957734383632E7 26.459784001111984
1.5959733974633E7 20.084724999964237
1.5961734055235E7 21.10380700044334
1.5963734433931E7 23.261111000552773
1.5965734226282E7 27.180348001420498
1.5967734519427E7 25.169020999222994
1.5969734942378E7 23.493928998708725
1.5971735045401E7 11.435056999325752
1.5973735084295E7 174.4482760000974
1.597573507121E7 31.243536001071334
1.5977735033338E7 194.22352499887347
1.5979735287356E7 9.19853400066495
1.598173523513E7 16.192318001762033
1.5983735172551E7 27.081012001261115
1.5985735353507E7 20.15743799880147
1.5987735570292E7 15.351885000243783
1.5989735978E7 19.646493000909686
1.5991735425978E7 18.11618199944496
1.5993735958273E7 19.28146700002253
1.5995735859131E7 23.241115998476744
1.5997736111079E7 16.140813000500202
1.5999736425034E7 16.443213999271393
1.6001736047629E7 24.120438000187278
1.6003736431974E7 50.324526999145746
1.6005736744179E7 118.32302399910986
1.6007736406536E7 16.090927999466658
1.6009736516545E7 92.15141700021923
1.6011736464783E7 16.085764000192285
1.6013736654453E7 22.176396999508142
1.6015737019845E7 163.22391599975526
1.6017736653803E7 23.10980699956417
1.6019736992055E7 25.17608099989593
1.6021736798356E7 74.09478400088847
1.6023737199441E7 174.25053500011563
1.6025737193664E7 114.17404199950397
1.6027737719871E7 106.20018200017512
1.6029737618377E7 17.155193999409676
1.6031737416757E7 19.072928000241518
1.6033737528518E7 24.09265400096774
1.6035737958772E7 203.3082010000944
1.6037738188123E7 27.280658001080155
1.6039738496852E7 138.31866899877787
1.6041738148954E7 17.09467700123787
1.6043738329872E7 203.1681789997965
1.6045738357232E7 14.183922000229359
1.6047738282702E7 22.13331000134349
1.6049737299115E7 7.118112999945879
1.605173817052E7 203.59391400031745
1.6053737601197E7 14.16979099996388
1.6055737959436E7 28.34714400023222
1.6057738249948E7 20.339739000424743
1.6059738054055E7 156.168252998963
1.6061738065432E7 19.094069000333548
1.6063738606169E7 12.41080000065267
1.6065738184486E7 17.072288999333978
1.6067738721273E7 17.31971799954772
1.6069737633893E7 5.319189999252558
1.6071737999871E7 17.258522000163794
1.6073737920014E7 16.24313399940729
1.6075738079706E7 18.322806000709534
1.6077737826402E7 15.11680299974978
1.6079737818098E7 17.081228999421
1.6081738269328E7 248.34717600047588
1.6083738266051E7 59.111998999491334
1.6085738383461E7 19.165078999474645
